N,q,q_b,eps_ref,nu,dA,cc_pct
72,1.5,0.30000000000000004,0.12,0.6461074307630151,3.907130681644779,1.5689666482690219
72,2.0,0.4000000000000001,0.04,0.6618560457567066,1.0948534804715224,1.4211546431648574
72,2.0,0.4000000000000001,0.06,0.6761993828077233,1.6183419970717106,1.4211546431648574
72,2.0,0.4000000000000001,0.08,0.6861011656486916,2.152412712160393,1.4211546431648574
72,2.0,0.4000000000000001,0.1,0.6942542658666262,2.697385587024838,1.4211546431648574
72,2.0,0.4000000000000001,0.12,0.7015200184751211,3.2549800503296216,1.4211546431648574
72,3.0,0.6000000000000001,0.04,0.7287840210886822,0.8201473122844403,1.2138290773673421
72,3.0,0.6000000000000001,0.06,0.7431261508823515,1.2111565896391336,1.2138290773673421
72,3.0,0.6000000000000001,0.08,0.7535549490507414,1.6111989000390443,1.2138290773673421
72,3.0,0.6000000000000001,0.1,0.7624407105811166,2.0207044408046344,1.2138290773673421
72,3.0,0.6000000000000001,0.12,0.7705387685000165,2.4401483919818863,1.2138290773673421
72,5.0,1.0000000000000002,0.04,0.7954518686750413,0.5461641890164253,0.9809751485103244
72,5.0,1.0000000000000002,0.06,0.8096708250247432,0.8057356190626667,0.9809751485103244
72,5.0,1.0000000000000002,0.08,0.8206191973318323,1.0722338197111358,0.9809751485103244
72,5.0,1.0000000000000002,0.1,0.8302908677552007,1.3458402455809901,0.9809751485103244
72,5.0,1.0000000000000002,0.12,0.8393243672659138,1.6269908510357305,0.9809751485103244
72,7.5,1.5000000000000002,0.04,0.834574034720778,0.38527945975336797,0.8205883420016367
72,7.5,1.5000000000000002,0.06,0.8486229741846343,0.568063314639629,0.8205883420016367
72,7.5,1.5000000000000002,0.08,0.8598789310392272,0.7560650080935742,0.8205883420016367
72,7.5,1.5000000000000002,0.1,0.8700568838631925,0.9494997151856929,0.8205883420016367
72,7.5,1.5000000000000002,0.12,0.8796952333538274,1.14866848359113,0.8205883420016367
72,10.0,2.0000000000000004,0.04,0.8558854821907871,0.2976052894904531,0.6431589080135514
72,10.0,2.0000000000000004,0.06,0.869814756109965,0.43867290228078015,0.6431589080135514
72,10.0,2.0000000000000004,0.08,0.8812364957411846,0.5839030890218828,0.6431589080135514
72,10.0,2.0000000000000004,0.1,0.891694620318829,0.733485581914812,0.6431589080135514
72,10.0,2.0000000000000004,0.12,0.9016753875229988,0.8876645385988671,0.6431589080135514
72,15.0,3.0000000000000004,0.04,0.8785047124464788,0.2045262117925628,0.44877667083256867
72,15.0,3.0000000000000004,0.06,0.8922898851864457,0.3013821714915762,0.44877667083256867
72,15.0,3.0000000000000004,0.08,0.9038872970476707,0.4011979049948548,0.44877667083256867
72,15.0,3.0000000000000004,0.1,0.914650466127807,0.5041185096909628,0.44877667083256867
72,15.0,3.0000000000000004,0.12,0.9250067801073752,0.6103207339169913,0.44877667083256867
72,20.0,4.000000000000001,0.04,0.8903420023796375,0.15579929518742533,0.34459423897288727
72,20.0,4.000000000000001,0.06,0.9040459853885259,0.22954337840468572,0.34459423897288727
72,20.0,4.000000000000001,0.08,0.9157351881093727,0.3055821231870886,0.34459423897288727
72,20.0,4.000000000000001,0.1,0.9266611972396571,0.3840315560199714,0.34459423897288727
72,20.0,4.000000000000001,0.12,0.937219096255081,0.4650297827129839,0.34459423897288727
72,30.0,6.000000000000001,0.04,0.9025539723059783,0.1055229812442385,0.23528348430845247
72,30.0,6.000000000000001,0.06,0.9161693895665093,0.15544084445602177,0.23528348430845247
72,30.0,6.000000000000001,0.08,0.9279533175492404,0.20694332609370947,0.23528348430845247
72,30.0,6.000000000000001,0.1,0.9390496623344212,0.26011039648712564,0.23528348430845247
72,30.0,6.000000000000001,0.12,0.949819175063237,0.3150380405143187,0.23528348430845247
72,50.0,10.000000000000002,0.04,0.9126071884139327,0.0641329233347807,0.14394704239116674
72,50.0,10.000000000000002,0.06,0.9261443763034337,0.09445565660855908,0.14394704239116674
72,50.0,10.000000000000002,0.08,0.9380062952071717,0.1257574166669882,0.14394704239116674
72,50.0,10.000000000000002,0.1,0.9492446328379174,0.1580867866963187,0.14394704239116674
72,50.0,10.000000000000002,0.12,0.9601911104035584,0.19150336496863354,0.14394704239116674
